qasm_path,matrix_product_state_max_bond_dimension,mps_lapack,opt_level,matrix_product_state_truncation_threshold,mps_sample_measure_algorithm
feniqs_optimizer/data/paper_data/random/random_ucx_9.qasm,64,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_88.qasm,16,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/random/random_ucx_10.qasm,256,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_22.qasm,8,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_112.qasm,2048,0,2,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_20.qasm,1024,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_72.qasm,2048,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_22.qasm,16,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_32.qasm,512,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_44.qasm,1024,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_16.qasm,256,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_416.qasm,4,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_7.qasm,16,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_144.qasm,128,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_10.qasm,2048,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_208.qasm,64,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_11.qasm,64,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_52.qasm,4,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_18.qasm,8,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_15.qasm,32,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_112.qasm,8,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_12.qasm,256,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_448.qasm,512,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_48.qasm,32,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_6.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_24.qasm,512,0,1,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_8.qasm,512,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_4.qasm,4,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_256.qasm,128,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_11.qasm,256,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_512.qasm,256,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/random/random_ucx_12.qasm,2048,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_4.qasm,16,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_176.qasm,1024,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_30.qasm,2048,0,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_52.qasm,256,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_40.qasm,128,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_768.qasm,4,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_120.qasm,128,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_192.qasm,2048,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_240.qasm,4,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_64.qasm,2048,0,3,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_32.qasm,128,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_36.qasm,128,0,2,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_1024.qasm,256,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_480.qasm,2048,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_240.qasm,16,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_7.qasm,16,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_96.qasm,4,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_18.qasm,256,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_11.qasm,32,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_80.qasm,512,0,2,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_240.qasm,32,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_7.qasm,16,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/random/random_ucx_8.qasm,256,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_240.qasm,4,0,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_224.qasm,4,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_96.qasm,2048,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_9.qasm,256,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_13.qasm,2048,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_10.qasm,1024,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_28.qasm,2048,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_704.qasm,64,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_192.qasm,64,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_96.qasm,128,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_60.qasm,2048,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_56.qasm,64,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_56.qasm,256,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_24.qasm,256,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_16.qasm,512,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_192.qasm,256,0,2,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_36.qasm,4,0,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_8.qasm,512,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_13.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_80.qasm,4,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_48.qasm,4,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_12.qasm,512,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_10.qasm,256,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_704.qasm,64,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_20.qasm,8,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_32.qasm,2048,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_80.qasm,16,0,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_7.qasm,512,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_10.qasm,128,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_64.qasm,64,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_208.qasm,64,0,2,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_208.qasm,4,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_16.qasm,4,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_40.qasm,2048,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_40.qasm,32,0,2,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_12.qasm,16,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_30.qasm,32,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_24.qasm,8,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_100.qasm,4,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_56.qasm,2048,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_60.qasm,512,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_15.qasm,2048,0,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_16.qasm,64,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_384.qasm,4,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_5.qasm,128,0,1,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_5.qasm,64,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_11.qasm,256,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_16.qasm,1024,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_9.qasm,32,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/random/random_ucx_11.qasm,1024,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_32.qasm,128,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_28.qasm,2048,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_128.qasm,256,0,2,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_6.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_26.qasm,256,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/random/random_ucx_6.qasm,512,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_15.qasm,4,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_6.qasm,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_6.qasm,4,1,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_40.qasm,64,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_12.qasm,256,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_30.qasm,8,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_48.qasm,2048,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_10.qasm,2048,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_9.qasm,2048,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_144.qasm,32,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_160.qasm,2048,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_88.qasm,16,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_13.qasm,256,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_104.qasm,256,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_9.qasm,1024,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_224.qasm,2048,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_18.qasm,64,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_52.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_120.qasm,2048,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_5.qasm,2048,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_4.qasm,512,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_6.qasm,4,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_8.qasm,1024,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_18.qasm,64,0,3,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_14.qasm,256,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_5.qasm,4,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_22.qasm,256,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_120.qasm,128,0,2,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_18.qasm,1024,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_240.qasm,16,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_832.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_240.qasm,128,0,2,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_9.qasm,256,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_64.qasm,256,0,2,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_11.qasm,2048,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/random/random_ucx_7.qasm,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_8.qasm,256,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_44.qasm,128,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_14.qasm,512,0,1,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_18.qasm,512,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_26.qasm,512,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_9.qasm,64,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_60.qasm,4,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_4.qasm,32,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_60.qasm,8,0,2,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_640.qasm,2048,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_4.qasm,32,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_48.qasm,64,0,2,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_100.qasm,2048,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_13.qasm,2048,0,1,1e-4,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_960.qasm,128,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_10.qasm,32,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_4.qasm,4,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_20.qasm,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_72.qasm,2048,0,3,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_72.qasm,4,0,2,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_28.qasm,64,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_15.qasm,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_13.qasm,2048,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_14.qasm,1024,0,1,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_128.qasm,8,0,2,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_36.qasm,2048,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_88.qasm,32,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_24.qasm,64,0,1,1e-6,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_176.qasm,128,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_832.qasm,64,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_32.qasm,4,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/graphstate/graphstate_ucx_7.qasm,16,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_5.qasm,4,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_60.qasm,128,0,2,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_48.qasm,4,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_5.qasm,16,0,1,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_52.qasm,1024,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_7.qasm,64,0,1,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_12.qasm,2048,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qnn/qnn_ucx_12.qasm,2048,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_8.qasm,4,0,1,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_144.qasm,256,0,2,1e-7,mps_apply_measure
feniqs_optimizer/data/paper_data/realamprandom/realamprandom_ucx_9.qasm,1024,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_144.qasm,4,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_104.qasm,512,0,2,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_18.qasm,4,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_11.qasm,512,0,1,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_176.qasm,512,0,2,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_100.qasm,16,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_128.qasm,32,0,1,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/su2random/su2random_ucx_4.qasm,128,0,1,1e-8,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_160.qasm,256,0,2,1e-6,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_22.qasm,64,0,1,1e-1,mps_apply_measure
feniqs_optimizer/data/paper_data/qft/qft_ucx_10.qasm,128,0,1,1e-2,mps_apply_measure
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_176.qasm,2048,0,2,1e-3,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_26.qasm,2048,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/qft/qft_ucx_88.qasm,2048,0,2,1e-5,mps_apply_measure
feniqs_optimizer/data/paper_data/ae/ae_ucx_4.qasm,4,0,1,1e-3,mps_apply_measure
feniqs_optimizer/data/paper_data/qwalk/qwalk-v-chain_ucx_5.qasm,16,0,1,1e-8,mps_probabilities
feniqs_optimizer/data/paper_data/qpeexact/qpeexact_ucx_224.qasm,4,0,2,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/qpeinexact/qpeinexact_ucx_20.qasm,4,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_10.qasm,64,0,1,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/qftentangled/qftentangled_ucx_12.qasm,1024,0,1,1e-7,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_288.qasm,64,0,1,1e-1,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_8.qasm,128,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_11.qasm,4,0,1,1e-4,mps_probabilities
feniqs_optimizer/data/paper_data/ghz/ghz_ucx_9.qasm,2048,0,1,1e-5,mps_probabilities
feniqs_optimizer/data/paper_data/ae/ae_ucx_26.qasm,64,0,2,1e-2,mps_probabilities
feniqs_optimizer/data/paper_data/wstate/wstate_ucx_120.qasm,8,0,1,1e-2,mps_probabilities
